"19.33784,-99.073804"
"19.3198535,-99.073804"
"19.4187795,-99.069046"
"19.3828065,-99.069046"
"19.36482,-99.069046"
"19.3468335,-99.069046"
"19.3108605,-99.069046"
"19.301867,-99.0690459999999"
"19.5401885,-99.0642879999999"
"19.4772355,-99.064288"
"19.4457595,-99.0642879999999"
"19.400793,-99.064288"
"19.3828065,-99.0642879999999"
"19.373813,-99.064288"
"19.2973705,-99.0642879999999"
"19.508712,-99.05953"
"19.486229,-99.0595299999999"
"19.472739,-99.05953"
"19.387303,-99.05953"
"19.3423365,-99.05953"
"19.6885775,-99.054772"
"19.486229,-99.054772"
"19.4817325,-99.054772"
"19.459249,-99.054772"
"19.423276,-99.054772"
"19.3423365,-99.054772"
"19.301867,-99.054772"
"19.292874,-99.054772"
"19.5761615,-99.0500139999999"
"19.508712,-99.050014"
"19.4817325,-99.050014"
"19.459249,-99.0500139999999"
"19.4187795,-99.0500139999999"
"19.3828065,-99.0500139999999"
"19.3423365,-99.050014"
"19.6031415,-99.045256"
"19.5761615,-99.045256"
"19.4907255,-99.045256"
"19.3423365,-99.045256"
"19.33784,-99.045256"
"19.5491815,-99.040498"
"19.4637455,-99.040498"
"19.3693165,-99.040498"
"19.35133,-99.040498"
"19.33784,-99.040498"
"19.5986445,-99.03574"
"19.522202,-99.03574"
"19.508712,-99.03574"
"19.495222,-99.03574"
"19.36482,-99.03574"
"19.5491815,-99.030982"
"19.5356915,-99.030982"
"19.423276,-99.030982"
"19.6031415,-99.0262245"
"19.3828065,-99.0262245"
"19.774013,-99.0214669999999"
"19.5266985,-99.0214669999999"
"19.5626715,-99.016709"
"19.607638,-99.011951"
"19.4187795,-99.011951"
"19.252404,-99.011951"
"19.3917995,-99.007193"
"19.2883775,-99.007193"
"19.2748875,-99.007193"
"19.3917995,-99.002435"
"19.265894,-99.002435"
"19.3558265,-98.992919"
"19.3468335,-98.9881609999999"
"19.693074,-98.983403"
"19.3558265,-98.983403"
"19.3603235,-98.973887"
"19.2613975,-98.9025169999999"
"19.265894,-98.897759"
"19.315357,-98.893001"
"19.2703905,-98.893001"
"19.315357,-98.888243"
"19.2748875,-98.888243"
"19.315357,-98.883485"
"19.4277725,-98.878727"
"19.0995185,-98.873969"
"25.7871005,-100.5824235"
"25.679181,-100.4804055"
"25.7016645,-100.4651025"
"25.692671,-100.4651025"
"25.6746845,-100.4651025"
"25.6881745,-100.4549005"
"25.6836775,-100.4395985"
"25.6746845,-100.4344975"
"25.6746845,-100.4191945"
"25.791597,-100.4089925"
"25.6656915,-100.4089925"
"25.6746845,-100.4038915"
"25.7556235,-100.3987905"
"25.7826035,-100.388589"
"25.778107,-100.388589"
"25.7736105,-100.3834885"
"25.764617,-100.3783875"
"25.7556235,-100.3783875"
"25.7241475,-100.3732865"
"25.7601205,-100.3681855"
"25.728644,-100.3681855"
"25.7556235,-100.3630845"
"25.751127,-100.3630845"
"25.7196505,-100.3630845"
"25.742134,-100.3579835"
"25.7241475,-100.3579835"
"25.7016645,-100.3579835"
"25.7241475,-100.3528825"
"25.7016645,-100.3528825"
"25.7331405,-100.3477815"
"25.7196505,-100.3477815"
"25.7331405,-100.3426805"
"25.7106575,-100.3426805"
"25.7241475,-100.3375795"
"25.7376375,-100.3324785"
"25.728644,-100.3324785"
"25.7376375,-100.327378"
"25.706161,-100.3222775"
"25.7331405,-100.3171765"
"25.8050865,-100.3120755"
"25.7826035,-100.3120755"
"25.692671,-100.3120755"
"25.6387115,-100.3120755"
"25.751127,-100.3069745"
"25.7466305,-100.3069745"
"25.6387115,-100.3069745"
"25.7601205,-100.3018735"
"25.692671,-100.3018735"
"25.7556235,-100.2967725"
"25.742134,-100.2967725"
"25.692671,-100.2967725"
"25.6387115,-100.2967725"
"25.7466305,-100.2916715"
"25.6971675,-100.2916715"
"25.6656915,-100.2916715"
"25.6611945,-100.2916715"
"25.7556235,-100.2865705"
"25.742134,-100.2865705"
"25.7016645,-100.2865705"
"25.6656915,-100.2865705"
"25.742134,-100.2814695"
"25.7016645,-100.2814695"
"25.6971675,-100.2814695"
"25.670188,-100.2814695"
"25.629718,-100.2814695"
"25.7556235,-100.2763685"
"25.742134,-100.2763685"
"25.692671,-100.2763685"
"25.6881745,-100.2763685"
"25.764617,-100.271268"
"25.7331405,-100.271268"
"25.715154,-100.271268"
"25.913006,-100.2661675"
"25.7196505,-100.2661675"
"25.6656915,-100.2661675"
"25.7601205,-100.2610665"
"25.7241475,-100.2610665"
"25.6971675,-100.2610665"
"25.751127,-100.2559655"
"25.7466305,-100.2559655"
"25.706161,-100.2559655"
"25.6836775,-100.2559655"
"25.715154,-100.2508645"
"25.6836775,-100.2508645"
"25.7736105,-100.2457635"
"25.751127,-100.2457635"
"25.715154,-100.2457635"
"25.742134,-100.2406625"
"25.7196505,-100.2406625"
"25.6836775,-100.2406625"
"25.7241475,-100.2355615"
"25.7196505,-100.2355615"
"25.6611945,-100.2355615"
"25.728644,-100.2304605"
"25.6836775,-100.2304605"
"25.6836775,-100.2253595"
"25.670188,-100.2253595"
"25.6881745,-100.2202585"
"25.6746845,-100.2202585"
"25.6656915,-100.2202585"
"25.728644,-100.2151575"
"25.6881745,-100.2151575"
"25.670188,-100.2151575"
"25.706161,-100.210057"
"25.6656915,-100.210057"
"25.6611945,-100.210057"
"25.679181,-100.2049565"
"25.6656915,-100.2049565"
"25.6656915,-100.1998555"
"25.656698,-100.1998555"
"25.6611945,-100.1947545"
"25.6656915,-100.1896535"
"25.670188,-100.1845525"
"25.643208,-100.1845525"
"25.6342145,-100.1845525"
"25.6342145,-100.1794515"
"25.728644,-100.1590475"
"25.764617,-100.153947"
"25.6611945,-100.1386445"
"25.6656915,-100.1335435"
"25.629718,-100.1029375"
"19.292874,-99.825566"
"19.279384,-99.76847"
"19.2838805,-99.735164"
"19.2883775,-99.6971"
"19.2883775,-99.692342"
"19.279384,-99.678068"
"19.2973705,-99.67331"
"19.279384,-99.67331"
"19.292874,-99.668552"
"19.2748875,-99.668552"
"19.229921,-99.668552"
"19.292874,-99.663794"
"19.2703905,-99.663794"
"19.292874,-99.659036"
"19.2703905,-99.659036"
"19.315357,-99.64952"
"19.2973705,-99.64952"
"19.3198535,-99.644762"
